2,merchant,"2015-02-11 03:35:39","[[""aaa"",""bbb"",""cccasdad"",""dddd""],[""123"",""456"",""789""],[""\"aaa\""",""\"bbb\"""]]"
2,merchant,followerdetails,"2015-02-14 11:44:27","{""info"":{""user_customer"":{""firstname"":""Cena"",""lastname"":""Wwe"",""created_on"":""2015-02-13 16:37:44"",""friend_count_t"":""0"",""friend_count_f"":""0"",""saveoffercount"":""1"",""redeemedcount"":""1"",""business_name"":""IChek"",""first_merchant"":""2"",""location"":""San Francisco"",""phone"":""9848022338"",""mobile"":null,""email"":""cena@gmail.com"",""customer_img_url1"":""asset.PNG"",""points"":""165"",""cash"":""2"",""friends_count"":""0"",""most_redeemed"":""IChek, Banjarahills"",""user_status"":""New""},""active_offers_list"":[{""day"":""13"",""month"":""Feb 15"",""cashback"":""2"",""info"":""$2 Off, Super Fast Systems With i5 Processor"",""offer_id"":""1""}],""redeemed_offers_list"":[{""day"":""13"",""month"":""Feb 15"",""cashback"":""2"",""info"":""$2 Off, Super Fast Systems With i5 Processor"",""offer_id"":""1"",""redeem_date"":""2015-02-13 16:15:21""}]}}"
2,offerdetails,merchant,"2015-02-14 11:44:29","{""response"":true,""info"":{""merchant"":{""id"":""1"",""title"":null,""business_logo_url"":""asset.PNG"",""info_short"":""A iChek Will give you the best offers all the time. For best offers Please do follow us. Thanking You."",""url"":""www.facebook.com"",""address"":""Road No.12"",""address2"":"""",""city"":""Hyderabad"",""state"":""TG"",""pincode"":""500034"",""phone"":""98480122339"",""mobile"":""9848022338"",""fax"":""1234567890"",""passcode"":""1234"",""paypalid"":null,""paypal_balance"":""0"",""facebookid"":null,""status"":null,""datecreated"":""2015-02-13 12:10:21"",""datemodified"":""0000-00-00 00:00:00"",""business_img_url1"":""1assert.PNG"",""business_img_url2"":""2assert.PNG"",""business_img_url3"":""3assert.PNG"",""business_img_url4"":""4assert.PNG"",""business_img_url5"":null,""business_img_url6"":null,""username"":"""",""business_name"":""IChek"",""display_name"":""IChek Merchant"",""location"":""Banjarahills"",""category"":null,""user_id"":""2"",""business_id"":""0"",""lng"":""78.4382"",""lat"":""17.4165""},""offer_data"":{""id"":""1"",""user_id"":""2"",""name"":""iMac"",""info"":""$2 Off, Super Fast Systems With i5 Processor"",""cashback"":""2"",""terms"":""Super Fast Systems With i5 Processor"",""qty_available"":""5"",""qty_perperson"":""2"",""expirydate"":""2015-02-15 00:00:00"",""passcode"":null,""category"":""Apple Brand"",""datecreated"":""2015-02-13 12:27:00"",""datemodified"":""2015-02-13 00:00:00"",""cpc"":""0"",""total_cost"":""0"",""balance_required"":""0"",""icheksettings_id"":""1"",""status"":""1"",""reddemed_count"":""1"",""saved_count"":""1""}}}"
2,merchant,details,"2015-02-14 11:45:08","{""response"":true,""info"":{""merchant"":{""id"":""1"",""title"":null,""business_logo_url"":""asset.PNG"",""info_short"":""A iChek Will give you the best offers all the time. For best offers Please do follow us. Thanking You."",""url"":""www.facebook.com"",""address"":""Road No.12"",""address2"":"""",""city"":""Hyderabad"",""state"":""TG"",""pincode"":""500034"",""phone"":""98480122339"",""mobile"":""9848022338"",""fax"":""1234567890"",""passcode"":""1234"",""paypalid"":null,""paypal_balance"":""79"",""facebookid"":null,""status"":null,""datecreated"":""2015-02-13 12:10:21"",""datemodified"":""0000-00-00 00:00:00"",""business_img_url1"":""1assert.PNG"",""business_img_url2"":""2assert.PNG"",""business_img_url3"":""3assert.PNG"",""business_img_url4"":""4assert.PNG"",""business_img_url5"":null,""business_img_url6"":null,""username"":"""",""business_name"":""IChek"",""display_name"":""IChek Merchant"",""location"":""Banjarahills"",""category"":null,""user_id"":""2"",""business_id"":""0"",""lng"":""78.4382"",""lat"":""17.4165"",""firstname"":""ichek"",""lastname"":""merchant"",""created_on"":""2015-02-13 16:05:50"",""redeemedcount"":""1"",""followerscount"":""1"",""customer_name"":""Cena"",""email"":""merchant@ichek.com"",""id_customer"":""9"",""points"":""220"",""cash"":""79""},""business_hours"":[{""id"":""1"",""user_id"":""2"",""day"":""1"",""start_time"":""00:00:00"",""end_time"":""00:00:00"",""datecreated"":""2015-02-13 12:17:03"",""datemodified"":""0000-00-00 00:00:00"",""status"":""1""},{""id"":""2"",""user_id"":""2"",""day"":""2"",""start_time"":""10:30:00"",""end_time"":""19:30:00"",""datecreated"":""2015-02-13 12:17:03"",""datemodified"":""0000-00-00 00:00:00"",""status"":""1""},{""id"":""3"",""user_id"":""2"",""day"":""3"",""start_time"":""10:30:00"",""end_time"":""19:30:00"",""datecreated"":""2015-02-13 12:17:03"",""datemodified"":""0000-00-00 00:00:00"",""status"":""1""},{""id"":""4"",""user_id"":""2"",""day"":""4"",""start_time"":""10:30:00"",""end_time"":""19:30:00"",""datecreated"":""2015-02-13 12:17:03"",""datemodified"":""0000-00-00 00:00:00"",""status"":""1""},{""id"":""5"",""user_id"":""2"",""day"":""5"",""start_time"":""10:30:00"",""end_time"":""19:30:00"",""datecreated"":""2015-02-13 12:17:03"",""datemodified"":""0000-00-00 00:00:00"",""status"":""1""},{""id"":""6"",""user_id"":""2"",""day"":""6"",""start_time"":""10:30:00"",""end_time"":""19:30:00"",""datecreated"":""2015-02-13 12:17:03"",""datemodified"":""0000-00-00 00:00:00"",""status"":""1""},{""id"":""7"",""user_id"":""2"",""day"":""7"",""start_time"":""10:30:00"",""end_time"":""17:30:00"",""datecreated"":""2015-02-13 12:17:03"",""datemodified"":""0000-00-00 00:00:00"",""status"":""1""}],""user_status"":""New"",""most_redeemed_customers"":[{""firstlast"":""Cena Wwe""}],""total_customers"":""2""}}"
2,merchant,followerdetails,"2015-02-14 11:45:10","{""info"":{""user_customer"":{""firstname"":""Cena"",""lastname"":""Wwe"",""created_on"":""2015-02-13 16:37:44"",""friend_count_t"":""0"",""friend_count_f"":""0"",""saveoffercount"":""1"",""redeemedcount"":""1"",""business_name"":""IChek"",""first_merchant"":""2"",""location"":""San Francisco"",""phone"":""9848022338"",""mobile"":null,""email"":""cena@gmail.com"",""customer_img_url1"":""asset.PNG"",""points"":""165"",""cash"":""2"",""friends_count"":""0"",""most_redeemed"":""IChek, Banjarahills"",""user_status"":""New""},""active_offers_list"":[{""day"":""13"",""month"":""Feb 15"",""cashback"":""2"",""info"":""$2 Off, Super Fast Systems With i5 Processor"",""offer_id"":""1""}],""redeemed_offers_list"":[{""day"":""13"",""month"":""Feb 15"",""cashback"":""2"",""info"":""$2 Off, Super Fast Systems With i5 Processor"",""offer_id"":""1"",""redeem_date"":""2015-02-13 16:15:21""}]}}"
2,offerdetails,merchant,"2015-02-14 11:45:12","{""response"":true,""info"":{""merchant"":{""id"":""1"",""title"":null,""business_logo_url"":""asset.PNG"",""info_short"":""A iChek Will give you the best offers all the time. For best offers Please do follow us. Thanking You."",""url"":""www.facebook.com"",""address"":""Road No.12"",""address2"":"""",""city"":""Hyderabad"",""state"":""TG"",""pincode"":""500034"",""phone"":""98480122339"",""mobile"":""9848022338"",""fax"":""1234567890"",""passcode"":""1234"",""paypalid"":null,""paypal_balance"":""0"",""facebookid"":null,""status"":null,""datecreated"":""2015-02-13 12:10:21"",""datemodified"":""0000-00-00 00:00:00"",""business_img_url1"":""1assert.PNG"",""business_img_url2"":""2assert.PNG"",""business_img_url3"":""3assert.PNG"",""business_img_url4"":""4assert.PNG"",""business_img_url5"":null,""business_img_url6"":null,""username"":"""",""business_name"":""IChek"",""display_name"":""IChek Merchant"",""location"":""Banjarahills"",""category"":null,""user_id"":""2"",""business_id"":""0"",""lng"":""78.4382"",""lat"":""17.4165""},""offer_data"":{""id"":""1"",""user_id"":""2"",""name"":""iMac"",""info"":""$2 Off, Super Fast Systems With i5 Processor"",""cashback"":""2"",""terms"":""Super Fast Systems With i5 Processor"",""qty_available"":""5"",""qty_perperson"":""2"",""expirydate"":""2015-02-15 00:00:00"",""passcode"":null,""category"":""Apple Brand"",""datecreated"":""2015-02-13 12:27:00"",""datemodified"":""2015-02-13 00:00:00"",""cpc"":""0"",""total_cost"":""0"",""balance_required"":""0"",""icheksettings_id"":""1"",""status"":""1"",""reddemed_count"":""1"",""saved_count"":""1""}}}"
2,merchant,details,"2015-02-14 11:46:03","{""response"":true,""info"":{""merchant"":{""id"":""1"",""title"":null,""business_logo_url"":""asset.PNG"",""info_short"":""A iChek Will give you the best offers all the time. For best offers Please do follow us. Thanking You."",""url"":""www.facebook.com"",""address"":""Road No.12"",""address2"":"""",""city"":""Hyderabad"",""state"":""TG"",""pincode"":""500034"",""phone"":""98480122339"",""mobile"":""9848022338"",""fax"":""1234567890"",""passcode"":""1234"",""paypalid"":null,""paypal_balance"":""79"",""facebookid"":null,""status"":null,""datecreated"":""2015-02-13 12:10:21"",""datemodified"":""0000-00-00 00:00:00"",""business_img_url1"":""1assert.PNG"",""business_img_url2"":""2assert.PNG"",""business_img_url3"":""3assert.PNG"",""business_img_url4"":""4assert.PNG"",""business_img_url5"":null,""business_img_url6"":null,""username"":"""",""business_name"":""IChek"",""display_name"":""IChek Merchant"",""location"":""Banjarahills"",""category"":null,""user_id"":""2"",""business_id"":""0"",""lng"":""78.4382"",""lat"":""17.4165"",""firstname"":""ichek"",""lastname"":""merchant"",""created_on"":""2015-02-13 16:05:50"",""redeemedcount"":""1"",""followerscount"":""1"",""customer_name"":""Cena"",""email"":""merchant@ichek.com"",""id_customer"":""9"",""points"":""220"",""cash"":""79""},""business_hours"":[{""id"":""1"",""user_id"":""2"",""day"":""1"",""start_time"":""00:00:00"",""end_time"":""00:00:00"",""datecreated"":""2015-02-13 12:17:03"",""datemodified"":""0000-00-00 00:00:00"",""status"":""1""},{""id"":""2"",""user_id"":""2"",""day"":""2"",""start_time"":""10:30:00"",""end_time"":""19:30:00"",""datecreated"":""2015-02-13 12:17:03"",""datemodified"":""0000-00-00 00:00:00"",""status"":""1""},{""id"":""3"",""user_id"":""2"",""day"":""3"",""start_time"":""10:30:00"",""end_time"":""19:30:00"",""datecreated"":""2015-02-13 12:17:03"",""datemodified"":""0000-00-00 00:00:00"",""status"":""1""},{""id"":""4"",""user_id"":""2"",""day"":""4"",""start_time"":""10:30:00"",""end_time"":""19:30:00"",""datecreated"":""2015-02-13 12:17:03"",""datemodified"":""0000-00-00 00:00:00"",""status"":""1""},{""id"":""5"",""user_id"":""2"",""day"":""5"",""start_time"":""10:30:00"",""end_time"":""19:30:00"",""datecreated"":""2015-02-13 12:17:03"",""datemodified"":""0000-00-00 00:00:00"",""status"":""1""},{""id"":""6"",""user_id"":""2"",""day"":""6"",""start_time"":""10:30:00"",""end_time"":""19:30:00"",""datecreated"":""2015-02-13 12:17:03"",""datemodified"":""0000-00-00 00:00:00"",""status"":""1""},{""id"":""7"",""user_id"":""2"",""day"":""7"",""start_time"":""10:30:00"",""end_time"":""17:30:00"",""datecreated"":""2015-02-13 12:17:03"",""datemodified"":""0000-00-00 00:00:00"",""status"":""1""}],""user_status"":""New"",""most_redeemed_customers"":[{""firstlast"":""Cena Wwe""}],""total_customers"":""2""}}"
2,merchant,followerdetails,"2015-02-14 11:46:05","{""info"":{""user_customer"":{""firstname"":""Cena"",""lastname"":""Wwe"",""created_on"":""2015-02-13 16:37:44"",""friend_count_t"":""0"",""friend_count_f"":""0"",""saveoffercount"":""1"",""redeemedcount"":""1"",""business_name"":""IChek"",""first_merchant"":""2"",""location"":""San Francisco"",""phone"":""9848022338"",""mobile"":null,""email"":""cena@gmail.com"",""customer_img_url1"":""asset.PNG"",""points"":""165"",""cash"":""2"",""friends_count"":""0"",""most_redeemed"":""IChek, Banjarahills"",""user_status"":""New""},""active_offers_list"":[{""day"":""13"",""month"":""Feb 15"",""cashback"":""2"",""info"":""$2 Off, Super Fast Systems With i5 Processor"",""offer_id"":""1""}],""redeemed_offers_list"":[{""day"":""13"",""month"":""Feb 15"",""cashback"":""2"",""info"":""$2 Off, Super Fast Systems With i5 Processor"",""offer_id"":""1"",""redeem_date"":""2015-02-13 16:15:21""}]}}"
2,offerdetails,merchant,"2015-02-14 11:46:06","{""response"":true,""info"":{""merchant"":{""id"":""1"",""title"":null,""business_logo_url"":""asset.PNG"",""info_short"":""A iChek Will give you the best offers all the time. For best offers Please do follow us. Thanking You."",""url"":""www.facebook.com"",""address"":""Road No.12"",""address2"":"""",""city"":""Hyderabad"",""state"":""TG"",""pincode"":""500034"",""phone"":""98480122339"",""mobile"":""9848022338"",""fax"":""1234567890"",""passcode"":""1234"",""paypalid"":null,""paypal_balance"":""0"",""facebookid"":null,""status"":null,""datecreated"":""2015-02-13 12:10:21"",""datemodified"":""0000-00-00 00:00:00"",""business_img_url1"":""1assert.PNG"",""business_img_url2"":""2assert.PNG"",""business_img_url3"":""3assert.PNG"",""business_img_url4"":""4assert.PNG"",""business_img_url5"":null,""business_img_url6"":null,""username"":"""",""business_name"":""IChek"",""display_name"":""IChek Merchant"",""location"":""Banjarahills"",""category"":null,""user_id"":""2"",""business_id"":""0"",""lng"":""78.4382"",""lat"":""17.4165""},""offer_data"":{""id"":""1"",""user_id"":""2"",""name"":""iMac"",""info"":""$2 Off, Super Fast Systems With i5 Processor"",""cashback"":""2"",""terms"":""Super Fast Systems With i5 Processor"",""qty_available"":""5"",""qty_perperson"":""2"",""expirydate"":""2015-02-15 00:00:00"",""passcode"":null,""category"":""Apple Brand"",""datecreated"":""2015-02-13 12:27:00"",""datemodified"":""2015-02-13 00:00:00"",""cpc"":""0"",""total_cost"":""0"",""balance_required"":""0"",""icheksettings_id"":""1"",""status"":""1"",""reddemed_count"":""1"",""saved_count"":""1""}}}"
2,merchant,details,"2015-02-14 11:46:21","{""response"":true,""info"":{""merchant"":{""id"":""1"",""title"":null,""business_logo_url"":""asset.PNG"",""info_short"":""A iChek Will give you the best offers all the time. For best offers Please do follow us. Thanking You."",""url"":""www.facebook.com"",""address"":""Road No.12"",""address2"":"""",""city"":""Hyderabad"",""state"":""TG"",""pincode"":""500034"",""phone"":""98480122339"",""mobile"":""9848022338"",""fax"":""1234567890"",""passcode"":""1234"",""paypalid"":null,""paypal_balance"":""79"",""facebookid"":null,""status"":null,""datecreated"":""2015-02-13 12:10:21"",""datemodified"":""0000-00-00 00:00:00"",""business_img_url1"":""1assert.PNG"",""business_img_url2"":""2assert.PNG"",""business_img_url3"":""3assert.PNG"",""business_img_url4"":""4assert.PNG"",""business_img_url5"":null,""business_img_url6"":null,""username"":"""",""business_name"":""IChek"",""display_name"":""IChek Merchant"",""location"":""Banjarahills"",""category"":null,""user_id"":""2"",""business_id"":""0"",""lng"":""78.4382"",""lat"":""17.4165"",""firstname"":""ichek"",""lastname"":""merchant"",""created_on"":""2015-02-13 16:05:50"",""redeemedcount"":""1"",""followerscount"":""1"",""customer_name"":""Cena"",""email"":""merchant@ichek.com"",""id_customer"":""9"",""points"":""220"",""cash"":""79""},""business_hours"":[{""id"":""1"",""user_id"":""2"",""day"":""1"",""start_time"":""00:00:00"",""end_time"":""00:00:00"",""datecreated"":""2015-02-13 12:17:03"",""datemodified"":""0000-00-00 00:00:00"",""status"":""1""},{""id"":""2"",""user_id"":""2"",""day"":""2"",""start_time"":""10:30:00"",""end_time"":""19:30:00"",""datecreated"":""2015-02-13 12:17:03"",""datemodified"":""0000-00-00 00:00:00"",""status"":""1""},{""id"":""3"",""user_id"":""2"",""day"":""3"",""start_time"":""10:30:00"",""end_time"":""19:30:00"",""datecreated"":""2015-02-13 12:17:03"",""datemodified"":""0000-00-00 00:00:00"",""status"":""1""},{""id"":""4"",""user_id"":""2"",""day"":""4"",""start_time"":""10:30:00"",""end_time"":""19:30:00"",""datecreated"":""2015-02-13 12:17:03"",""datemodified"":""0000-00-00 00:00:00"",""status"":""1""},{""id"":""5"",""user_id"":""2"",""day"":""5"",""start_time"":""10:30:00"",""end_time"":""19:30:00"",""datecreated"":""2015-02-13 12:17:03"",""datemodified"":""0000-00-00 00:00:00"",""status"":""1""},{""id"":""6"",""user_id"":""2"",""day"":""6"",""start_time"":""10:30:00"",""end_time"":""19:30:00"",""datecreated"":""2015-02-13 12:17:03"",""datemodified"":""0000-00-00 00:00:00"",""status"":""1""},{""id"":""7"",""user_id"":""2"",""day"":""7"",""start_time"":""10:30:00"",""end_time"":""17:30:00"",""datecreated"":""2015-02-13 12:17:03"",""datemodified"":""0000-00-00 00:00:00"",""status"":""1""}],""user_status"":""New"",""most_redeemed_customers"":[{""firstlast"":""Cena Wwe""}],""total_customers"":""2""}}"
2,merchant,followerdetails,"2015-02-14 11:47:46","{""info"":{""user_customer"":{""firstname"":""Cena"",""lastname"":""Wwe"",""created_on"":""2015-02-13 16:37:44"",""friend_count_t"":""0"",""friend_count_f"":""0"",""saveoffercount"":""1"",""redeemedcount"":""1"",""business_name"":""IChek"",""first_merchant"":""2"",""location"":""San Francisco"",""phone"":""9848022338"",""mobile"":null,""email"":""cena@gmail.com"",""customer_img_url1"":""asset.PNG"",""points"":""165"",""cash"":""2"",""friends_count"":""0"",""most_redeemed"":""IChek, Banjarahills"",""user_status"":""New""},""active_offers_list"":[{""day"":""13"",""month"":""Feb 15"",""cashback"":""2"",""info"":""$2 Off, Super Fast Systems With i5 Processor"",""offer_id"":""1""}],""redeemed_offers_list"":[{""day"":""13"",""month"":""Feb 15"",""cashback"":""2"",""info"":""$2 Off, Super Fast Systems With i5 Processor"",""offer_id"":""1"",""redeem_date"":""2015-02-13 16:15:21""}]}}"
2,offerdetails,merchant,"2015-02-14 11:47:51","{""response"":true,""info"":{""merchant"":{""id"":""1"",""title"":null,""business_logo_url"":""asset.PNG"",""info_short"":""A iChek Will give you the best offers all the time. For best offers Please do follow us. Thanking You."",""url"":""www.facebook.com"",""address"":""Road No.12"",""address2"":"""",""city"":""Hyderabad"",""state"":""TG"",""pincode"":""500034"",""phone"":""98480122339"",""mobile"":""9848022338"",""fax"":""1234567890"",""passcode"":""1234"",""paypalid"":null,""paypal_balance"":""0"",""facebookid"":null,""status"":null,""datecreated"":""2015-02-13 12:10:21"",""datemodified"":""0000-00-00 00:00:00"",""business_img_url1"":""1assert.PNG"",""business_img_url2"":""2assert.PNG"",""business_img_url3"":""3assert.PNG"",""business_img_url4"":""4assert.PNG"",""business_img_url5"":null,""business_img_url6"":null,""username"":"""",""business_name"":""IChek"",""display_name"":""IChek Merchant"",""location"":""Banjarahills"",""category"":null,""user_id"":""2"",""business_id"":""0"",""lng"":""78.4382"",""lat"":""17.4165""},""offer_data"":{""id"":""1"",""user_id"":""2"",""name"":""iMac"",""info"":""$2 Off, Super Fast Systems With i5 Processor"",""cashback"":""2"",""terms"":""Super Fast Systems With i5 Processor"",""qty_available"":""5"",""qty_perperson"":""2"",""expirydate"":""2015-02-15 00:00:00"",""passcode"":null,""category"":""Apple Brand"",""datecreated"":""2015-02-13 12:27:00"",""datemodified"":""2015-02-13 00:00:00"",""cpc"":""0"",""total_cost"":""0"",""balance_required"":""0"",""icheksettings_id"":""1"",""status"":""1"",""reddemed_count"":""1"",""saved_count"":""1""}}}"
2,customer,offer,"2015-02-14 11:48:06","{""info"":{""offer_details"":{""id"":""1"",""user_id"":""2"",""name"":""iMac"",""info"":""$2 Off, Super Fast Systems With i5 Processor"",""cashback"":""2"",""terms"":""Super Fast Systems With i5 Processor"",""qty_available"":""5"",""qty_perperson"":""2"",""expirydate"":""2015-02-15 00:00:00"",""passcode"":""1234"",""category"":null,""datecreated"":""2015-02-13 12:10:21"",""datemodified"":""0000-00-00 00:00:00"",""cpc"":""0"",""total_cost"":""0"",""balance_required"":""0"",""icheksettings_id"":""1"",""status"":null,""title"":null,""business_logo_url"":""asset.PNG"",""info_short"":""A iChek Will give you the best offers all the time. For best offers Please do follow us. Thanking You."",""url"":""www.facebook.com"",""address"":""Road No.12"",""address2"":"""",""city"":""Hyderabad"",""state"":""TG"",""pincode"":""500034"",""phone"":""98480122339"",""mobile"":""9848022338"",""fax"":""1234567890"",""paypalid"":null,""paypal_balance"":""0"",""facebookid"":null,""business_img_url1"":""1assert.PNG"",""business_img_url2"":""2assert.PNG"",""business_img_url3"":""3assert.PNG"",""business_img_url4"":""4assert.PNG"",""business_img_url5"":null,""business_img_url6"":null,""username"":"""",""business_name"":""IChek"",""display_name"":""IChek Merchant"",""location"":""Banjarahills"",""business_id"":""0"",""lng"":""78.4382"",""lat"":""17.4165"",""merchant_id"":""2"",""offer_id"":""1"",""reddemed_count"":""1"",""customer_redemed_count"":""1""},""offer_status"":""Avaible"",""follow_status"":0}}"
2,merchant,details,"2015-02-14 11:48:07","{""response"":true,""info"":{""merchant"":{""id"":""1"",""title"":null,""business_logo_url"":""asset.PNG"",""info_short"":""A iChek Will give you the best offers all the time. For best offers Please do follow us. Thanking You."",""url"":""www.facebook.com"",""address"":""Road No.12"",""address2"":"""",""city"":""Hyderabad"",""state"":""TG"",""pincode"":""500034"",""phone"":""98480122339"",""mobile"":""9848022338"",""fax"":""1234567890"",""passcode"":""1234"",""paypalid"":null,""paypal_balance"":""79"",""facebookid"":null,""status"":null,""datecreated"":""2015-02-13 12:10:21"",""datemodified"":""0000-00-00 00:00:00"",""business_img_url1"":""1assert.PNG"",""business_img_url2"":""2assert.PNG"",""business_img_url3"":""3assert.PNG"",""business_img_url4"":""4assert.PNG"",""business_img_url5"":null,""business_img_url6"":null,""username"":"""",""business_name"":""IChek"",""display_name"":""IChek Merchant"",""location"":""Banjarahills"",""category"":null,""user_id"":""2"",""business_id"":""0"",""lng"":""78.4382"",""lat"":""17.4165"",""firstname"":""ichek"",""lastname"":""merchant"",""created_on"":""2015-02-13 16:05:50"",""redeemedcount"":""1"",""followerscount"":""1"",""customer_name"":""Cena"",""email"":""merchant@ichek.com"",""id_customer"":""9"",""points"":""220"",""cash"":""79""},""business_hours"":[{""id"":""1"",""user_id"":""2"",""day"":""1"",""start_time"":""00:00:00"",""end_time"":""00:00:00"",""datecreated"":""2015-02-13 12:17:03"",""datemodified"":""0000-00-00 00:00:00"",""status"":""1""},{""id"":""2"",""user_id"":""2"",""day"":""2"",""start_time"":""10:30:00"",""end_time"":""19:30:00"",""datecreated"":""2015-02-13 12:17:03"",""datemodified"":""0000-00-00 00:00:00"",""status"":""1""},{""id"":""3"",""user_id"":""2"",""day"":""3"",""start_time"":""10:30:00"",""end_time"":""19:30:00"",""datecreated"":""2015-02-13 12:17:03"",""datemodified"":""0000-00-00 00:00:00"",""status"":""1""},{""id"":""4"",""user_id"":""2"",""day"":""4"",""start_time"":""10:30:00"",""end_time"":""19:30:00"",""datecreated"":""2015-02-13 12:17:03"",""datemodified"":""0000-00-00 00:00:00"",""status"":""1""},{""id"":""5"",""user_id"":""2"",""day"":""5"",""start_time"":""10:30:00"",""end_time"":""19:30:00"",""datecreated"":""2015-02-13 12:17:03"",""datemodified"":""0000-00-00 00:00:00"",""status"":""1""},{""id"":""6"",""user_id"":""2"",""day"":""6"",""start_time"":""10:30:00"",""end_time"":""19:30:00"",""datecreated"":""2015-02-13 12:17:03"",""datemodified"":""0000-00-00 00:00:00"",""status"":""1""},{""id"":""7"",""user_id"":""2"",""day"":""7"",""start_time"":""10:30:00"",""end_time"":""17:30:00"",""datecreated"":""2015-02-13 12:17:03"",""datemodified"":""0000-00-00 00:00:00"",""status"":""1""}],""user_status"":""New"",""most_redeemed_customers"":[{""firstlast"":""Cena Wwe""}],""total_customers"":""2""}}"
2,merchant,details,"2015-02-14 11:52:44","{""response"":true,""info"":{""merchant"":{""id"":""1"",""title"":null,""business_logo_url"":""asset.PNG"",""info_short"":""A iChek Will give you the best offers all the time. For best offers Please do follow us. Thanking You."",""url"":""www.facebook.com"",""address"":""Road No.12"",""address2"":"""",""city"":""Hyderabad"",""state"":""TG"",""pincode"":""500034"",""phone"":""98480122339"",""mobile"":""9848022338"",""fax"":""1234567890"",""passcode"":""1234"",""paypalid"":null,""paypal_balance"":""79"",""facebookid"":null,""status"":null,""datecreated"":""2015-02-13 12:10:21"",""datemodified"":""0000-00-00 00:00:00"",""business_img_url1"":""1assert.PNG"",""business_img_url2"":""2assert.PNG"",""business_img_url3"":""3assert.PNG"",""business_img_url4"":""4assert.PNG"",""business_img_url5"":null,""business_img_url6"":null,""username"":"""",""business_name"":""IChek"",""display_name"":""IChek Merchant"",""location"":""Banjarahills"",""category"":null,""user_id"":""2"",""business_id"":""0"",""lng"":""78.4382"",""lat"":""17.4165"",""firstname"":""ichek"",""lastname"":""merchant"",""created_on"":""2015-02-13 16:05:50"",""redeemedcount"":""1"",""followerscount"":""1"",""customer_name"":""Cena"",""email"":""merchant@ichek.com"",""id_customer"":""9"",""points"":""220"",""cash"":""79""},""business_hours"":[{""id"":""1"",""user_id"":""2"",""day"":""1"",""start_time"":""00:00:00"",""end_time"":""00:00:00"",""datecreated"":""2015-02-13 12:17:03"",""datemodified"":""0000-00-00 00:00:00"",""status"":""1""},{""id"":""2"",""user_id"":""2"",""day"":""2"",""start_time"":""10:30:00"",""end_time"":""19:30:00"",""datecreated"":""2015-02-13 12:17:03"",""datemodified"":""0000-00-00 00:00:00"",""status"":""1""},{""id"":""3"",""user_id"":""2"",""day"":""3"",""start_time"":""10:30:00"",""end_time"":""19:30:00"",""datecreated"":""2015-02-13 12:17:03"",""datemodified"":""0000-00-00 00:00:00"",""status"":""1""},{""id"":""4"",""user_id"":""2"",""day"":""4"",""start_time"":""10:30:00"",""end_time"":""19:30:00"",""datecreated"":""2015-02-13 12:17:03"",""datemodified"":""0000-00-00 00:00:00"",""status"":""1""},{""id"":""5"",""user_id"":""2"",""day"":""5"",""start_time"":""10:30:00"",""end_time"":""19:30:00"",""datecreated"":""2015-02-13 12:17:03"",""datemodified"":""0000-00-00 00:00:00"",""status"":""1""},{""id"":""6"",""user_id"":""2"",""day"":""6"",""start_time"":""10:30:00"",""end_time"":""19:30:00"",""datecreated"":""2015-02-13 12:17:03"",""datemodified"":""0000-00-00 00:00:00"",""status"":""1""},{""id"":""7"",""user_id"":""2"",""day"":""7"",""start_time"":""10:30:00"",""end_time"":""17:30:00"",""datecreated"":""2015-02-13 12:17:03"",""datemodified"":""0000-00-00 00:00:00"",""status"":""1""}],""user_status"":""New"",""most_redeemed_customers"":[{""firstlast"":""Cena Wwe""}],""total_customers"":""2""}}"
2,merchant,followerdetails,"2015-02-14 11:52:47","{""info"":{""user_customer"":{""firstname"":""Cena"",""lastname"":""Wwe"",""created_on"":""2015-02-13 16:37:44"",""friend_count_t"":""0"",""friend_count_f"":""0"",""saveoffercount"":""1"",""redeemedcount"":""1"",""business_name"":""IChek"",""first_merchant"":""2"",""location"":""San Francisco"",""phone"":""9848022338"",""mobile"":null,""email"":""cena@gmail.com"",""customer_img_url1"":""asset.PNG"",""points"":""165"",""cash"":""2"",""friends_count"":""0"",""most_redeemed"":""IChek, Banjarahills"",""user_status"":""New""},""active_offers_list"":[{""day"":""13"",""month"":""Feb 15"",""cashback"":""2"",""info"":""$2 Off, Super Fast Systems With i5 Processor"",""offer_id"":""1""}],""redeemed_offers_list"":[{""day"":""13"",""month"":""Feb 15"",""cashback"":""2"",""info"":""$2 Off, Super Fast Systems With i5 Processor"",""offer_id"":""1"",""redeem_date"":""2015-02-13 16:15:21""}]}}"
